"X1","X2",".class"
0.700618770802308,0.211894766156383,1
0.752498506918851,0.203517095994879,1
0.721373931062829,0.221509287622821,1
0.698129568482588,0.162492021704824,1
0.720397642825167,0.168402330080161,1
0.636524231110634,0.762768914742041,2
0.583503712501936,0.688659463060219,2
0.636326842132456,0.731447997906342,2
0.640312178897176,0.747252868791529,2
0.487925743161635,0.474620064546088,3
0.64289266971315,0.7419628867713,2
0.642558495256669,0.745030793056956,2
0.563217844279693,0.551248715251819,3
0.734209676799816,0.156942478281252,1
0.514466797709296,0.547226575388128,3
0.715175819092299,0.186150349799536,1
0.772783013473569,0.0892473299577052,1
0.70347428214778,0.210422465558856,1
0.711566372691993,0.180269525287865,1
0.510097824133888,0.604884926268067,3
0.76383626362884,0.159217136496061,1
0.731466566598732,0.181312085624134,1
0.758616291290956,0.231692770645299,1
0.561575325587283,0.525861115595645,3
0.554243953560867,0.71817533922163,2
0.628502936958593,0.740300368083383,2
0.720450765111597,0.165177014211117,1
0.519314043613994,0.543382209039209,3
0.648796808471826,0.150008605631599,1
0.775297623595507,0.1866511424132,1
0.453327225977755,0.516937116245717,3
0.594111768015693,0.548648841294841,3
0.762599934621212,0.13668721540727,1
0.688996034262192,0.72385445219806,2
0.729135497340895,0.159045280900201,1
0.513993711371723,0.56439972817791,3
0.458467477205453,0.516829556377365,3
0.600285546388264,0.780966503100048,2
0.706071325940946,0.222428167367388,1
0.508513368412296,0.543971650318331,3
0.766508166360151,0.120672275771956,1
0.627024131974581,0.703321314678342,2
0.554613728471263,0.550659384149198,3
0.809801931190302,0.1549324751665,1
0.655551690914233,0.787904826916565,2
0.728082482622956,0.159450183349939,1
0.508384023561745,0.625161771965021,3
0.668618048916505,0.738142477283653,2
0.656070668954439,0.769829295446669,2
0.588473790607056,0.669592190136134,2
0.713436962269979,0.137921858818323,1
0.75012274576039,0.0855751832774407,1
0.521453469939645,0.535157274233599,3
0.602384944487772,0.760498134914324,2
0.472780872434946,0.528267540360177,3
0.719760444920795,0.148804950023799,1
0.739837104150225,0.112114536061386,1
0.782683482255429,0.170418740429044,1
0.637343151755527,0.750458121726927,2
