"X1","X2",".class"
0.249099659111862,0.628802869804324,2
0.234129336918095,0.594521428409383,2
0.572541397461631,0.704417953342661,3
0.236148453629902,0.617219634265384,2
0.225601918240785,0.622268185548901,2
0.540596092557694,0.463038110911197,1
0.285835709623337,0.622224641551897,2
0.288300646375832,0.605580446191925,2
0.499699811824939,0.477616959756492,1
0.302381862578388,0.601885905182629,2
0.556742064795854,0.132527925722546,
0.478541991238629,0.712380738250728,3
0.287450309241714,0.591984333021762,2
0.233599823136162,0.583350009472127,2
0.523040433609194,0.703810584431019,3
0.5259526067518,0.693478687156763,3
0.277943891899389,0.602143976219508,2
0.249863496221665,0.606427655939141,2
0.502050018544075,0.531268891744295,1
0.266437183172613,0.639883703849519,2
0.549766982639819,0.743221457924379,3
0.290401691089745,0.610161455755984,2
0.540007992423041,0.502597910163772,1
0.212667301144557,0.0466343088747462,
0.507724264549096,0.714772005317282,3
0.572938184328765,0.728182507413385,3
0.548343478769209,0.47897158865324,1
0.495620028540458,0.703532241189129,3
0.495689104470364,0.517030192328211,1
0.543063055375312,0.476342730804932,1
0.233418177579106,0.572274507030723,2
0.525360666993067,0.490360439964122,1
0.276204960944333,0.615169988228999,2
0.517734062752392,0.711538529173778,3
0.244963708068825,0.636805091517436,2
0.545489170588568,0.690193061047509,3
0.490580463730007,0.458902209978015,1
0.253433236145034,0.609085807878293,2
0.511236563525994,0.742283613037791,3
0.2655757556645,0.634239500025866,2
0.515959741443553,0.740363582953664,3
0.500815999279108,0.732223858417103,3
0.502680839916093,0.73358429593164,3
0.503304458654349,0.501082393718204,1
0.47106457769842,0.532870667521807,1
0.518193100284695,0.703653971052179,3
0.26861801509779,0.613382138426053,2
0.0909355541230209,0.511456768174993,
0.564071435658482,0.7428802172211,3
0.565736202919592,0.719509894767859,3
0.513617795191672,0.717821173607238,3
0.499360131370947,0.50181395326679,1
0.526474798390932,0.499688435439501,1
0.483859925185078,0.706974060593119,3
0.296442378528143,0.611716789999347,2
0.27881249469776,0.594475892137493,2
0.61505911941294,0.0458283427101923,
0.550632350810598,0.702760529554731,3
0.44816994113931,0.691632786292762,3
0.327380544960393,0.60455438364735,2
0.444017392220455,0.542162888345726,1
0.470342052878204,0.536799569783031,1
