"X1","X2",".class"
0.840033023951127,0.579296898841155,3
0.513138600132701,0.534139213045048,2
0.845255190329199,0.654903071853789,3
0.280315426634387,0.542376377478387,1
0.528569641741905,0.57643030767349,2
0.476990811342264,0.526662991162405,2
0.263893513716705,0.60330346188835,1
0.214393385781236,0.626732743817932,1
0.178912858887273,0.680833975294274,1
0.883971139847712,0.653436701330343,3
0.212140391617757,0.604046531050709,1
0.623922321876766,0.522949056471213,2
0.523734286235381,0.544015629601623,2
0.167172916014496,0.603171993840495,1
0.184665951769504,0.610656903563982,1
0.826147128221867,0.563147374668236,3
0.225745359163097,0.52223140665578,1
0.782051729937097,0.593225584133613,3
0.250574565988997,0.600580866064645,1
0.82211713972125,0.635428724224961,3
0.306499669777624,0.558628496727907,1
0.244977595592089,0.63971622072056,1
0.553376617484607,0.561852063117176,2
0.582477378835142,0.63168369317378,2
0.524228618210998,0.56022513226372,2
0.510947579696411,0.590742466608723,2
0.526008313214535,0.521130587803846,2
0.300240298506794,0.641809366699668,1
0.206490684994891,0.541571212178037,1
0.569961348378661,0.488216132246389,2
0.573324201777233,0.565736871483727,2
0.597699605283878,0.550050850958449,2
0.239825125418542,0.570886170743326,1
0.812535560144722,0.576752401051405,3
0.904081337003521,0.692042179015653,3
0.168211574030308,0.604617554469487,1
0.538287127645241,0.570395208306876,2
0.260455512846264,0.628376148881544,1
0.542920201697442,0.567496498659215,2
0.552153034627075,0.61062577175243,2
0.317285729327047,0.63191443083901,1
0.849347082009412,0.646282504561432,3
0.540855250055882,0.57256842104028,2
0.220400539820737,0.617387960015185,1
0.24050649962115,0.607111839341914,1
0.871908896004664,0.69022711031286,3
0.264835408481695,0.579785563315987,1
0.506206404772494,0.587187831468256,2
0.2135592028711,0.59223787144193,1
0.253271121811753,0.602150666716131,1
0.49617476351374,0.634432863932601,2
0.914128678185875,0.679906176933065,3
0.600335535234814,0.539602730796864,2
0.542970208557301,0.569753932750697,2
0.514248149095876,0.558029914189658,2
0.562607208186122,0.613555816513046,2
0.780667877011852,0.659621630633381,3
0.486410417652389,0.513647384860076,2
0.307999588251216,0.547630149640079,1
0.893023125690097,0.713079113047233,3
0.266549690384708,0.5943659234479,1
0.475352122085681,0.561447240881453,2
0.778161246249205,0.706165321723143,3
0.801722812357133,0.723050030624765,3
0.747806910662224,0.640493786405598,3
0.588756265572042,0.59725998801905,2
0.236072440902209,0.629596927728988,1
0.798129910003953,0.709066723636421,3
0.521745029017347,0.598660592971216,2
0.295502785396388,0.56376269738908,1
0.540630838889791,0.648994659559066,2
0.546285075607332,0.654856498396639,2
0.904989444227541,0.617011489331725,3
0.552006900014817,0.585268097414461,2
0.7925438447569,0.683947316622572,3
0.865824432159388,0.598517946155014,3
0.578546035095042,0.586025202480411,2
0.197537412207858,0.669031809321489,1
0.765113498635387,0.680277106854326,3
0.212504042200206,0.575007562438064,1
0.528477167400123,0.639593721129939,2
0.83009158916543,0.679935553156662,3
0.56458489905298,0.596916992755979,2
0.542540507270256,0.581510870722464,2
0.849607265711178,0.624869669755774,3
0.82782770679472,0.677413063557911,3
0.58297858341487,0.511759838163903,2
0.564970882946868,0.584832936794567,2
0.504717687338676,0.585623634833718,2
0.242922696100776,0.661801994577918,1
0.612062295096694,0.628666278914817,2
0.303521136454208,0.553079911893748,1
0.571209713188426,0.631982943121101,2
0.325200880186872,0.542984139727048,1
0.84628310133564,0.747584540479557,3
0.300347702666066,0.599851461664797,1
0.826940095790692,0.61983106531145,3
0.256550273605264,0.677081519508284,1
0.268231164634894,0.57691571676333,1
0.274888331371383,0.610770201675336,1
0.80633436756249,0.683823548174363,3
0.783574077741697,0.748492539473004,3
0.533606479976302,0.580315825985717,2
0.837011139025912,0.623725652501471,3
0.236468838361938,0.567089185683556,1
0.82979437747575,0.63407498855279,3
0.562752095438443,0.583791205613728,2
0.798537047757247,0.622849770931559,3
0.891437867423344,0.700274055912554,3
0.600323014954131,0.59242591550841,2
0.867107868541905,0.645339392935623,3
0.478345741414489,0.610317085592348,2
0.761249497691107,0.698737199528962,3
0.593128173709609,0.578302491705956,2
0.236596592714486,0.580554903835091,1
0.836235352015771,0.67150626655302,3
0.814588181641349,0.747005325286552,3
0.85977869606994,0.608022826011196,3
0.346622733871385,0.65781397398186,1
0.305912181014433,0.640174706232998,1
0.253224461667416,0.643296196535566,1
0.522488762199107,0.578127623493119,2
0.270815880742758,0.611475150998406,1
0.870137983153522,0.654645186243323,3
0.549010282344613,0.610743091121285,2
0.87565418034169,0.750111600485705,3
0.495280115940373,0.669747907783683,2
0.556573365669864,0.606005255995151,2
0.917991361101166,0.694175666966673,3
0.279322706503767,0.61819382616802,1
0.548782858984198,0.577123732510822,2
0.788836380413855,0.732775197201951,3
0.300965880557676,0.635785267366683,1
0.292503792564183,0.577207734724634,1
0.501269365821218,0.664033402045513,2
0.608442255373896,0.66379508632469,2
0.536825227763,0.629422171686479,2
0.895063329273463,0.746811308790984,3
0.85848836260109,0.678224015093089,3
0.575310545858894,0.58437904746881,2
0.562171391027729,0.619611957366587,2
0.559363828259687,0.663731267742002,2
0.815424739961392,0.700783658646785,3
0.554499379205972,0.539095054061121,2
0.3210632918426,0.685499381225384,1
0.328191484398943,0.665828635569024,1
0.547582044404442,0.600980983407089,2
0.297394466001713,0.629075991095123,1
0.625310314894788,0.585663464466185,2
0.924044435560724,0.718620010615782,3
0.577546013641713,0.645178700301758,2
0.574504289301554,0.644645635422006,2
0.573531155208036,0.597561123387887,2
0.307800501162334,0.559813041081003,1
0.582367411235369,0.6056944669788,2
0.833333667369391,0.708497419551264,3
0.781224788288619,0.676628110260326,3
0.321627216407507,0.645534503958345,1
0.523103793877045,0.693313247228707,2
0.582536532978245,0.631486861595566,2
0.589371521717104,0.706037644403637,2
0.852113622439091,0.71512880134755,3
0.260441566292049,0.652120521690366,1
0.272317521617372,0.622924744136254,1
0.334859064130965,0.656511959315748,1
0.848606730327142,0.661873072475321,3
0.534481194880157,0.655553668644129,2
0.639542702220489,0.603721337205873,2
0.843047450127279,0.646825436502605,3
0.54994215846673,0.710457038888136,2
0.578576836397636,0.623033877978854,2
0.834770646400283,0.746183488987774,3
0.544443535597556,0.69794862981496,2
0.792883428473566,0.70600977049533,3
0.356209716045474,0.666693116939991,1
0.276118039941878,0.698033056454946,1
0.571457749484587,0.698397726392135,2
0.29391930671602,0.57160502237042,1
0.907464041349002,0.748371175469524,3
0.545723866018684,0.695622993757655,2
0.857253399057953,0.714006832886647,3
0.775580462047969,0.748302970822651,3
0.89658555291829,0.75738026577637,3
0.896175188891435,0.737288230317256,3
0.797529499029617,0.768274417721862,3
0.556594967970937,0.68417388734851,2
0.84831586649814,0.723443306182899,3
0.575776653419454,0.624462084405523,2
0.541979792096958,0.702222356895232,2
0.579055323234731,0.625758060322628,2
0.902485288294071,0.795740959468893,3
0.316361018832624,0.607888160068483,1
0.569905231184034,0.646617003036355,2
0.862032483751039,0.72911319380681,3
0.568290764589639,0.62628030915914,2
0.784323808488936,0.760738428232776,3
0.512205372345081,0.664054335615352,2
0.773018864072329,0.690551909140057,3
0.58173870388062,0.681275416667578,2
0.864534577991628,0.734499206495394,3
0.611888120666567,0.655184591811061,2
0.317121533089655,0.637032038508481,1
0.327084872737333,0.59197212220787,1
0.583249935702359,0.665706415733867,2
0.511146291202153,0.687908759445455,2
0.8795088407905,0.719161897848822,3
0.552806134063869,0.650756522035995,2
0.563649357763723,0.640903444233502,2
0.336569232264677,0.605975519093768,1
0.289059719612391,0.642674739445077,1
0.363969592869669,0.582659383655201,1
0.864150228453175,0.729197511977259,3
0.398760719097262,0.636068943079571,1
0.569993232316385,0.720979632938574,2
0.336715705576944,0.657045747965918,1
0.3206060367077,0.573415829852665,1
0.552177409980433,0.601884534214742,2
0.811458932822629,0.735556835017304,3
0.379256483745486,0.608627066462673,1
0.591319877144039,0.656966648129497,2
0.619432423434776,0.6816185039497,2
0.557645277807362,0.591030195312313,2
0.59861865511156,0.681788625696757,2
0.312523733993562,0.575533336787301,1
0.5648821611522,0.65694970304186,2
0.837537419827227,0.748368539212672,3
0.359580954989152,0.630856297751948,1
0.492173780514507,0.685386509441193,2
0.569166277171389,0.677366492203907,2
0.782705713486066,0.680364805952754,3
0.343287243989335,0.624399958067183,1
0.53927914594453,0.643562648987575,2
0.308332213389913,0.633423325977686,1
0.608495809563553,0.598253459361345,2
0.580597263906298,0.650335538562497,2
0.878371980786386,0.731819329764561,3
0.282057257603078,0.674003741195024,1
0.895996984593152,0.701482206793967,3
0.405571472931534,0.588188731943806,1
0.394922136133244,0.670068923905607,1
0.76964199360967,0.726841206792409,3
0.579140294301327,0.665358687825737,2
0.853080554191278,0.722346512170415,3
0.838634916337078,0.687612140190676,3
0.847789815800883,0.696045228329679,3
0.551236179619448,0.601628507165409,2
0.508445903106323,0.70030426770944,2
0.324430780662839,0.579233289031966,1
0.822714965052722,0.736096164305203,3
0.362657051104931,0.612447227605912,1
0.590250445416072,0.652462897242189,2
0.581048396877162,0.750982805389437,2
0.422824119106163,0.590308629011497,1
0.824311614430354,0.714849235578035,3
0.564170372420342,0.668247091383114,2
0.504886746397516,0.701254265477634,2
0.868932158970243,0.706043544886947,3
0.855855096105313,0.735179899385663,3
0.383396212186076,0.648037019379665,1
0.582771316798949,0.69135926381923,2
0.535799873200832,0.647572473424209,2
0.364068208863408,0.636257661750927,1
0.831254524685836,0.645017714956036,3
0.375856679317117,0.602407921939333,1
0.354264453392011,0.622675474502059,1
0.348731274393152,0.624765215193995,1
0.620434382303172,0.597813760025754,2
0.33691849405893,0.63811646737819,1
0.343576466171337,0.627620133641702,1
0.608482740304,0.617414981364839,2
0.360538451549263,0.61492254750846,1
0.331426977346001,0.615713737129323,1
0.866840420179735,0.697761053704963,3
0.911366585043196,0.696988544232707,3
0.916518984133195,0.68930424564542,3
0.576636804834349,0.758029954733998,2
0.902972104506794,0.697124876684455,3
0.853533372915329,0.769508150922643,3
0.591657004578604,0.635613138671865,2
0.672384867181245,0.675143915607276,2
0.585329813692532,0.685009095820109,2
0.360277812150242,0.613774028605281,1
0.380891081665117,0.615446965745007,1
0.551035706824313,0.60944777273588,2
0.377298122044382,0.604535388025127,1
0.585078701690569,0.714504287352875,2
0.859382641910837,0.698879341513414,3
0.895201042704418,0.684002135875494,3
0.373599962763398,0.703204914813135,1
0.918124558212762,0.709860174116902,3
0.826523420277864,0.678839582398652,3
0.595808180930416,0.675537807228746,2
0.593474391761942,0.679596182688183,2
0.590231965367689,0.697397158399297,2
0.408642016982492,0.635774692956984,1
0.640353699590694,0.721074820603822,2
0.363072339703979,0.70269196760292,1
0.612046964503492,0.63930201426726,2
0.43607595450946,0.607995726313978,1
0.85829937489804,0.673551027574566,3
0.599952936940858,0.6520988215916,2
0.770695748435327,0.658458647242287,3
0.552265561410919,0.692948974414969,2
0.373200486115587,0.696162525808741,1
0.353386241211525,0.623261027031985,1
0.840280740721802,0.675902927588664,3
0.356738120829472,0.696134036433132,1
0.828028854091248,0.748406263716741,3
0.314725787601247,0.627903048738006,1
0.573077381927757,0.64574517356554,2
0.378749699561251,0.62530391590622,1
0.602373420897199,0.689163300955296,2
0.623505377758977,0.65308403805141,2
0.613332432509272,0.697009963413711,2
0.832838909090922,0.649270090601326,3
0.858615333046733,0.665162582910722,3
0.370355875179409,0.60345358316292,1
0.818657246789487,0.702029097604006,3
0.398741709785344,0.679514844764201,1
0.401973198709054,0.629444484634522,1
0.593502871329022,0.753924256620135,2
0.77330659289353,0.635034452288056,3
0.617806849794935,0.667068164368976,2
0.810686766949274,0.666671541688751,3
0.520784259090792,0.682108726699886,2
0.848515185854974,0.601281208556492,3
0.83543325439208,0.640257722171744,3
